...1,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,cilindros,tipo_cilindro,Comando de Válvulas:,Disposição:,Instalação:,Razão de Compressão:,Válvulas por Cilindro:,Variação do Comando:,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Coeficiente de Arrasto:,url,id,Plataforma:,Código do Câmbio:,Acionamento do Comando:,Observações:,Código do Motor:,Geração:,Série:,Tuchos:,Pneu Estepe:,Capacidade de Bateria:,Potência de recarga:,Viscosidade do óleo:,valor_fipe,valor_data,garantia_em_anos,valvulas_por_cilindro,quantidade_de_marchas,geracao,coeficiente_de_arrasto
40,Audi,Q3,Q3 Prestige 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 254.718 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"9,6:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,235/55 R18,235/55 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,NA,Corrente,NA,EA888,2,F3,Hidráulicos,145/85 R18,NA,NA,NA,254718,09/2024,4,4,8,2,0.36
41,Audi,Q3,Q3 Performance Black 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 299.932 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"9,6:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,235/50 R19,235/50 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,NA,Corrente,NA,EA888,2,F3,Hidráulicos,145/85 R18,NA,NA,NA,299932,09/2024,4,4,8,2,0.36
42,Audi,Q3,Q3 Performance 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 262.181 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"9,6:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,235/55 R18,235/55 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,NA,Corrente,NA,EA888,2,F3,Hidráulicos,145/85 R18,NA,NA,NA,262181,09/2024,4,4,8,2,0.36
43,Audi,Q3 Sportback,Q3 Sportback Performance Black 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 299.932 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"9,6:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,235/50 R19,235/50 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,NA,Corrente,NA,EA888,NA,F3,Hidráulicos,145/85 R18,NA,NA,NA,299932,09/2024,4,4,8,NA,0.35
44,Audi,Q3 Sportback,Q3 Sportback Performance 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 262.181 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"9,6:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,235/55 R18,235/55 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,NA,Corrente,NA,EA888,NA,F3,Hidráulicos,145/85 R18,NA,NA,NA,262181,09/2024,4,4,8,NA,0.35
45,Audi,Q5,Q5 S Line Black 2.0 TFSi,2023,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 357.225 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,255/45 R20,255/45 R20,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL501,Corrente,NA,EA888,2,FY,Hidráulicos,195/75 R18,NA,NA,NA,357225,09/2024,2,4,7,2,0.3
46,Audi,Q5,Q5 S Line 2.0 TFSi,2023,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 322.142 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,235/55 R19,235/55 R19,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL501,Corrente,NA,EA888,2,FY,Hidráulicos,195/75 R18,NA,NA,NA,322142,09/2024,2,4,7,2,0.3
47,Audi,Q5,Q5 Prestige 2.0 TFSi,2023,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 318.841 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,235/55 R19,235/55 R19,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL501,Corrente,NA,EA888,2,FY,Hidráulicos,195/75 R18,NA,NA,NA,318841,09/2024,2,4,7,2,0.3
48,Audi,Q5,Q5 Performance Black 2.0 TFSi e,2023,Eletricidade/gasolina,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 368.231 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,255/45 R20,255/45 R20,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL501,Corrente,NA,EA888,2,FY,Hidráulicos,195/75 R18,"17,9 kWh",NA,NA,368231,09/2024,2,4,7,2,0.31
49,Audi,Q5,Q5 Performance 2.0 TFSi e,2023,Eletricidade/gasolina,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 368.231 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,235/55 R19,235/55 R19,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL501,Corrente,NA,EA888,2,FY,Hidráulicos,195/75 R18,"17,9 kWh",NA,NA,368231,09/2024,2,4,7,2,0.31
50,Audi,Q5 Sportback,Q5 Sportback Performance Black 2.0 TFSi e,2023,Eletricidade/gasolina,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 368.231 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,255/45 R20,255/45 R20,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL501,Corrente,NA,EA888,NA,FYT,Hidráulicos,195/75 R18,"17,9 kWh",NA,NA,368231,09/2024,2,4,7,NA,0.31
51,Audi,Q5 Sportback,Q5 Sportback Performance 2.0 TFSi e,2023,Eletricidade/gasolina,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 368.231 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,235/55 R19,235/55 R19,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL501,Corrente,NA,EA888,NA,FYT,Hidráulicos,195/75 R18,"17,9 kWh",NA,NA,368231,09/2024,2,4,7,NA,0.31
52,Audi,Rs 5 Sportback,Rs 5 Sportback Competition Plus Track 2.9 V6 TFSi,2023,Gasolina,Combustão,Sedã,2 anos,4,2,Médio,Importado,R$ 730.120 (09/2024),Injeção direta,Turbocompressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,275/30 R20,275/30 R20,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,ZF 8HP,Corrente,NA,EA839,2,F5,Hidráulicos,NA,NA,NA,NA,730120,09/2024,2,4,8,2,0.32
53,Audi,Rs 5 Sportback,Rs 5 Sportback Competition Plus 2.9 V6 TFSi,2023,Gasolina,Combustão,Sedã,2 anos,4,2,Médio,Importado,R$ 728.597 (09/2024),Injeção direta,Turbocompressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,275/30 R20,275/30 R20,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,ZF 8HP,Corrente,NA,EA839,2,F5,Hidráulicos,NA,NA,NA,NA,728597,09/2024,2,4,8,2,0.32
54,Audi,Rs 5 Sportback,Rs 5 Sportback 2.9 V6 TFSi,2023,Gasolina,Combustão,Sedã,2 anos,4,2,Médio,Importado,R$ 662.539 (09/2024),Injeção direta,Turbocompressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,275/30 R20,275/30 R20,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,ZF 8HP,Corrente,NA,EA839,2,F5,Hidráulicos,NA,NA,NA,NA,662539,09/2024,2,4,8,2,0.32
55,Audi,A3,A3 Sportback S Line Limited 1.4 TFSi,2022,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 201.801 (09/2024),Injeção direta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,8,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,Tiptronic,Correia dentada,NA,EA211,4,8Y,Hidráulicos,NA,NA,NA,NA,201801,09/2024,2,4,8,4,0.29
56,Audi,A3,A3 Sportback S Line 2.0 TFSi,2022,Gasolina,Híbrido leve,Hatch,2 anos,5,4,Médio,Importado,R$ 210.772 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"11,7:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,S-Tronic,Corrente,NA,EA888,4,8Y,Hidráulicos,125/70 R18,NA,NA,NA,210772,09/2024,2,4,7,4,0.29
57,Audi,A3,A3 Sportback S Line 2.0 TFSi,2022,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 210.772 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"11,7:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,S-Tronic,Corrente,NA,EA888,4,8Y,Hidráulicos,NA,NA,NA,NA,210772,09/2024,2,4,7,4,0.29
58,Audi,A3,A3 Sportback Performance Black 2.0 TFSi,2022,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 218.500 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"11,7:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,S-Tronic,Corrente,NA,EA888,4,8Y,Hidráulicos,NA,NA,NA,NA,218500,09/2024,2,4,7,4,0.29
59,Audi,A3,A3 Sportback Performance Black 2.0 TFSi,2022,Gasolina,Híbrido leve,Hatch,2 anos,5,4,Médio,Importado,R$ 218.500 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"11,7:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,S-Tronic,Corrente,NA,EA888,4,8Y,Hidráulicos,125/70 R18,NA,NA,NA,218500,09/2024,2,4,7,4,0.29
60,Audi,A3 Sedan,A3 Sedan S Line Limited 1.4 TFSi,2022,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 189.287 (09/2024),Injeção direta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"10,5:1",4,Admissão,Conversor de torque,Automático,8,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,Tiptronic,Correia dentada,NA,EA211,2,8Y,Hidráulicos,NA,NA,NA,NA,189287,09/2024,2,4,8,2,0.27
61,Audi,A3 Sedan,A3 Sedan S Line 2.0 TFSi,2022,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 203.466 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"11,7:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,S-Tronic,Corrente,NA,EA888,2,8Y,Hidráulicos,NA,NA,NA,NA,203466,09/2024,2,4,7,2,0.27
62,Audi,A3 Sedan,A3 Sedan Performance Black 2.0 TFSi,2022,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 227.083 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"11,7:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,S-Tronic,Corrente,NA,EA888,2,8Y,Hidráulicos,NA,NA,NA,NA,227083,09/2024,2,4,7,2,0.27
63,Audi,A3 Sedan,A3 Sedan Performance Black 2.0 TFSi,2022,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 227.083 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"11,7:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,S-Tronic,Corrente,NA,EA888,2,8Y,Hidráulicos,125/70 R18,NA,NA,NA,227083,09/2024,2,4,7,2,0.27
64,Audi,A4,A4 S Line 2.0 TFSi,2022,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 324.925 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"12,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,255/35 R19,255/35 R19,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA888,5,B9,Hidráulicos,125/70 R19,NA,NA,NA,324925,09/2024,2,4,7,5,0.25
65,Audi,A4,A4 Prestige 2.0 TFSi,2022,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 210.900 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"12,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,245/40 R18,245/40 R18,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA888,5,B9,Hidráulicos,125/70 R19,NA,NA,NA,210900,09/2024,2,4,7,5,0.25
66,Audi,A4,A4 Performance Black 2.0 TFSi Quattro,2022,Híbrido,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 248.406 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,245/40 R18,245/40 R18,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA888,5,B9,Hidráulicos,125/70 R19,NA,NA,NA,248406,09/2024,2,4,7,5,0.27
67,Audi,A4,A4 Performance Black 2.0 TFSi Quattro,2022,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 248.406 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,245/40 R18,245/40 R18,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA888,5,B9,Hidráulicos,125/70 R19,NA,NA,NA,248406,09/2024,2,4,7,5,0.27
68,Audi,A5,A5 Sportback S Line 2.0 TFSi,2022,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 273.521 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"12,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,255/35 R19,255/35 R19,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA888,2,F5,Hidráulicos,125/70 R19,NA,NA,NA,273521,09/2024,2,4,7,2,0.26
69,Audi,A5,A5 Sportback Performance Black 2.0 TFSi Quattro,2022,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 303.988 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,245/40 R18,245/40 R18,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA888,2,F5,Hidráulicos,125/70 R19,NA,NA,NA,303988,09/2024,2,4,7,2,0.27
70,Audi,A5,A5 Sportback Performance Black 2.0 TFSi Quattro,2022,Híbrido,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 303.988 (09/2024),Injeção direta e indireta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,245/40 R18,245/40 R18,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA888,2,F5,Hidráulicos,125/70 R19,NA,NA,NA,303988,09/2024,2,4,7,2,0.27
71,Audi,A6,A6 Prestige Plus 2.0 TFSi Quattro,2021,Híbrido,Híbrido leve,Sedã,2 anos,5,4,Grande,Importado,R$ 282.427 (09/2024),Injeção direta e indireta multiponto,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,245/45 R19,245/45 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,NA,NA,EA888,5,C8,Hidráulicos,NA,NA,NA,NA,282427,09/2024,2,4,7,5,0.27
72,Audi,A6,A6 Prestige Plus 2.0 TFSi Quattro,2021,Híbrido,Híbrido leve,Sedã,2 anos,5,4,Grande,Importado,R$ 282.427 (09/2024),Injeção direta e indireta multiponto,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,245/45 R19,245/45 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,NA,NA,EA888,5,C8,Hidráulicos,NA,NA,NA,NA,282427,09/2024,2,4,7,5,0.27
73,Audi,A6,A6 Performance Black 3.0 V6 TFSi Quattro,2022,Híbrido,Híbrido leve,Sedã,2 anos,5,4,Grande,Importado,R$ 317.752 (09/2024),Injeção direta e indireta,Turbocompressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"11,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,255/40 R20,255/40 R20,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA839,5,C8,Hidráulicos,NA,NA,NA,NA,317752,09/2024,2,4,7,5,0.29
74,Audi,A6,A6 Performance Black 3.0 V6 TFSi Quattro,2022,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Grande,Importado,R$ 435.949 (09/2024),Injeção direta e indireta,Turbocompressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"11,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,255/40 R20,255/40 R20,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,S-Tronic,Corrente,NA,EA839,5,C8,Hidráulicos,NA,NA,NA,NA,435949,09/2024,2,4,7,5,0.29
75,Audi,A7,A7 Performance Black 3.0 V6 TFSi Quattro,2022,Híbrido,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 476.765 (09/2024),Injeção direta e indireta,Turbocompressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"11,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,255/40 R20,255/40 R20,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,DL382,Corrente,NA,EA839,2,NA,Hidráulicos,NA,NA,NA,NA,476765,09/2024,2,4,7,2,0.28
