ID,infoteinimento,infoteinimento_n
114,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",323
115,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",300
116,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",298
117,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",298
118,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",298
119,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,TV digital ,Volante multifuncional",258
120,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
121,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",299
122,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
123,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",298
124,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",327
125,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",299
126,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",357
127,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",357
128,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
129,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",323
130,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",323
131,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",253
132,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
133,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",271
134,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",199
135,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",271
136,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",300
137,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Sistema de som Bang & Olufsen ,TV digital ,Volante multifuncional",301
138,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,TV digital ,Volante multifuncional",235
139,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,TV digital ,Volante multifuncional",258
140,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
141,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
142,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
143,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",199
144,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
145,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",199
146,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",199
147,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",271
148,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
149,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
150,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
151,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
152,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
153,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",199
154,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
155,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
156,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
157,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
158,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
159,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
160,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",300
161,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",300
162,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",276
163,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
164,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
165,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
166,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",247
167,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",199
